Entry	Entry name	Gene names	Organism
Q9P2Q4	Q9P2Q4_HUMAN	HTR1F	Homo sapiens (Human)
A0A087WZJ9	A0A087WZJ9_HUMAN	HTR2A	Homo sapiens (Human)
B3VRB0	B3VRB0_HUMAN	HTR2A	Homo sapiens (Human)
B3VRB5	B3VRB5_HUMAN	HTR2A	Homo sapiens (Human)
B3VRC0	B3VRC0_HUMAN	HTR2A	Homo sapiens (Human)
L7QJB5	L7QJB5_HUMAN	HTR2A	Homo sapiens (Human)
P28223	5HT2A_HUMAN	HTR2A HTR2	Homo sapiens (Human)
Q9P2Q9	Q9P2Q9_HUMAN	HTR2A	Homo sapiens (Human)
B3VRC5	B3VRC5_HUMAN	HTR2B	Homo sapiens (Human)
B3VRD0	B3VRD0_HUMAN	HTR2B	Homo sapiens (Human)
B3VRD5	B3VRD5_HUMAN	HTR2B	Homo sapiens (Human)
P41595	5HT2B_HUMAN	HTR2B	Homo sapiens (Human)
Q7Z580	Q7Z580_HUMAN	HTR2B	Homo sapiens (Human)
B3VRE0	B3VRE0_HUMAN	HTR2C	Homo sapiens (Human)
B3VRE5	B3VRE5_HUMAN	HTR2C	Homo sapiens (Human)
B3VRF0	B3VRF0_HUMAN	HTR2C	Homo sapiens (Human)
B3VRF5	B3VRF5_HUMAN	HTR2C	Homo sapiens (Human)
P28335	5HT2C_HUMAN	HTR2C HTR1C	Homo sapiens (Human)
Q7Z579	Q7Z579_HUMAN	HTR2C	Homo sapiens (Human)
A0A2D3FAF9	A0A2D3FAF9_HUMAN	HTR4	Homo sapiens (Human)
E5RHV8	E5RHV8_HUMAN	HTR4	Homo sapiens (Human)
E5RK45	E5RK45_HUMAN	HTR4	Homo sapiens (Human)
Q13639	5HT4R_HUMAN	HTR4	Homo sapiens (Human)
A4D2N2	A4D2N2_HUMAN	HTR5A hCG_17152 tcag7.833	Homo sapiens (Human)
P47898	5HT5A_HUMAN	HTR5A	Homo sapiens (Human)
Q14D80	Q14D80_HUMAN	HTR5A	Homo sapiens (Human)
Q75LH0	Q75LH0_HUMAN	HTR5A	Homo sapiens (Human)
Q86UN1	Q86UN1_HUMAN	HTR5A	Homo sapiens (Human)
P50406	5HT6R_HUMAN	HTR6	Homo sapiens (Human)
P34969	5HT7R_HUMAN	HTR7	Homo sapiens (Human)
A0A024RAU1	A0A024RAU1_HUMAN	IAPP hCG_25052	Homo sapiens (Human)
F5H0S1	F5H0S1_HUMAN	IAPP	Homo sapiens (Human)
F5H1F0	F5H1F0_HUMAN	IAPP	Homo sapiens (Human)
H0YF85	H0YF85_HUMAN	IAPP	Homo sapiens (Human)
P10997	IAPP_HUMAN	IAPP	Homo sapiens (Human)
A0A024RDA5	A0A024RDA5_HUMAN	IL8 CXCL8 hCG_16372	Homo sapiens (Human)
P10145	IL8_HUMAN	CXCL8 IL8	Homo sapiens (Human)
M0QXQ3	M0QXQ3_HUMAN	INSL3	Homo sapiens (Human)
P51460	INSL3_HUMAN	INSL3 RLF RLNL	Homo sapiens (Human)
Q9Y5Q6	INSL5_HUMAN	INSL5 UNQ156/PRO182	Homo sapiens (Human)
F5GYT5	F5GYT5_HUMAN	ITPR2	Homo sapiens (Human)
H7C2X9	H7C2X9_HUMAN	ITPR2	Homo sapiens (Human)
I1VE21	I1VE21_HUMAN	ITPR2	Homo sapiens (Human)
Q14571	ITPR2_HUMAN	ITPR2	Homo sapiens (Human)
A6H8K3	A6H8K3_HUMAN	ITPR3	Homo sapiens (Human)
Q14573	ITPR3_HUMAN	ITPR3	Homo sapiens (Human)
A7XZY7	A7XZY7_HUMAN	ITSN1	Homo sapiens (Human)
A8CTZ0	A8CTZ0_HUMAN	ITSN1	Homo sapiens (Human)
A8W608	A8W608_HUMAN	ITSN1	Homo sapiens (Human)
C9J1A4	C9J1A4_HUMAN	ITSN1	Homo sapiens (Human)
C9JQZ7	C9JQZ7_HUMAN	ITSN1	Homo sapiens (Human)
C9JXS9	C9JXS9_HUMAN	ITSN1	Homo sapiens (Human)
D6PAV9	D6PAV9_HUMAN	ITSN1	Homo sapiens (Human)
D6PAW0	D6PAW0_HUMAN	ITSN1	Homo sapiens (Human)
D6PAW2	D6PAW2_HUMAN	ITSN1	Homo sapiens (Human)
F8W7U0	F8W7U0_HUMAN	ITSN1	Homo sapiens (Human)
H0Y3G5	H0Y3G5_HUMAN	ITSN1	Homo sapiens (Human)
H0Y523	H0Y523_HUMAN	ITSN1	Homo sapiens (Human)
H0Y6W3	H0Y6W3_HUMAN	ITSN1	Homo sapiens (Human)
H0Y7J7	H0Y7J7_HUMAN	ITSN1	Homo sapiens (Human)
H7C3F1	H7C3F1_HUMAN	ITSN1	Homo sapiens (Human)
H7C429	H7C429_HUMAN	ITSN1	Homo sapiens (Human)
Q0PW96	Q0PW96_HUMAN	ITSN1	Homo sapiens (Human)
Q14BD4	Q14BD4_HUMAN	ITSN1	Homo sapiens (Human)
Q15811	ITSN1_HUMAN	ITSN1 ITSN SH3D1A	Homo sapiens (Human)
Q2LAE2	Q2LAE2_HUMAN	ITSN1	Homo sapiens (Human)
Q6GMY7	Q6GMY7_HUMAN	ITSN1	Homo sapiens (Human)
Q6J1T1	Q6J1T1_HUMAN	ITSN1	Homo sapiens (Human)
Q6J1T2	Q6J1T2_HUMAN	ITSN1	Homo sapiens (Human)
Q6J333	Q6J333_HUMAN	ITSN1	Homo sapiens (Human)
Q6J334	Q6J334_HUMAN	ITSN1	Homo sapiens (Human)
Q6PD56	Q6PD56_HUMAN	ITSN1	Homo sapiens (Human)
Q7Z452	Q7Z452_HUMAN	ITSN1	Homo sapiens (Human)
Q7Z453	Q7Z453_HUMAN	ITSN1	Homo sapiens (Human)
Q86VI9	Q86VI9_HUMAN	ITSN1	Homo sapiens (Human)
A0A0D9SGH1	A0A0D9SGH1_HUMAN	KALRN hCG_2022551	Homo sapiens (Human)
A0A1S5UZ29	A0A1S5UZ29_HUMAN	KALRN	Homo sapiens (Human)
C9IZQ6	C9IZQ6_HUMAN	KALRN hCG_2022551	Homo sapiens (Human)
C9J1B4	C9J1B4_HUMAN	KALRN	Homo sapiens (Human)
H7BXZ5	H7BXZ5_HUMAN	KALRN	Homo sapiens (Human)
H7C0I9	H7C0I9_HUMAN	KALRN	Homo sapiens (Human)
H7C1X7	H7C1X7_HUMAN	KALRN	Homo sapiens (Human)
J3QSW6	J3QSW6_HUMAN	KALRN	Homo sapiens (Human)
O60229	KALRN_HUMAN	KALRN DUET DUO HAPIP TRAD	Homo sapiens (Human)
A0A0D9SES6	A0A0D9SES6_HUMAN	KISS1	Homo sapiens (Human)
Q15726	KISS1_HUMAN	KISS1 PP5098	Homo sapiens (Human)
K7EQ45	K7EQ45_HUMAN	KISS1R	Homo sapiens (Human)
Q969F8	KISSR_HUMAN	KISS1R AXOR12 GPR54	Homo sapiens (Human)
U3KQ86	U3KQ86_HUMAN	KISS1R	Homo sapiens (Human)
B4E1C2	B4E1C2_HUMAN	KNG1 hCG_2021397	Homo sapiens (Human)
D3DNU8	D3DNU8_HUMAN	KNG1 hCG_2021397	Homo sapiens (Human)
P01042	KNG1_HUMAN	KNG1 BDK KNG	Homo sapiens (Human)
Q05CF8	Q05CF8_HUMAN	KNG1	Homo sapiens (Human)
A0A0F7RQE6	A0A0F7RQE6_HUMAN	LHB hCG_16230	Homo sapiens (Human)
A7Y161	A7Y161_HUMAN	LHB	Homo sapiens (Human)
P01229	LSHB_HUMAN	LHB	Homo sapiens (Human)
Q8WXL0	Q8WXL0_HUMAN	LHB hLHB	Homo sapiens (Human)
E7ENI1	E7ENI1_HUMAN	LHCGR	Homo sapiens (Human)
E7EQB5	E7EQB5_HUMAN	LHCGR	Homo sapiens (Human)
E7ESK4	E7ESK4_HUMAN	LHCGR	Homo sapiens (Human)
H7C226	H7C226_HUMAN	LHCGR	Homo sapiens (Human)
P22888	LSHR_HUMAN	LHCGR LCGR LGR2 LHRHR	Homo sapiens (Human)
Q4ZFZ4	Q4ZFZ4_HUMAN	LHCGR	Homo sapiens (Human)
Q53S49	Q53S49_HUMAN	LHCGR	Homo sapiens (Human)
B1AP63	B1AP63_HUMAN	LPAR1	Homo sapiens (Human)
Q6GPG7	Q6GPG7_HUMAN	LPAR1	Homo sapiens (Human)
Q92633	LPAR1_HUMAN	LPAR1 EDG2 LPA1	Homo sapiens (Human)
K7EJJ9	K7EJJ9_HUMAN	LPAR2	Homo sapiens (Human)
K7ELJ6	K7ELJ6_HUMAN	LPAR2	Homo sapiens (Human)
K7ENG7	K7ENG7_HUMAN	LPAR2	Homo sapiens (Human)
K7ER68	K7ER68_HUMAN	LPAR2	Homo sapiens (Human)
L8E990	L8E990_HUMAN	LPAR2	Homo sapiens (Human)
Q9HBW0	LPAR2_HUMAN	LPAR2 EDG4 LPA2	Homo sapiens (Human)
Q9UBY5	LPAR3_HUMAN	LPAR3 EDG7 LPA3	Homo sapiens (Human)
Q99677	LPAR4_HUMAN	LPAR4 GPR23 LPA4 P2RY9	Homo sapiens (Human)
V9GY74	V9GY74_HUMAN	LPAR4	Homo sapiens (Human)
P43657	LPAR6_HUMAN	LPAR6 P2RY5	Homo sapiens (Human)
G3V244	G3V244_HUMAN	LTB4R	Homo sapiens (Human)
G3V4Q5	G3V4Q5_HUMAN	LTB4R	Homo sapiens (Human)
Q15722	LT4R1_HUMAN	LTB4R BLT BLT1 BLTR CMKRL1 GPR16 P2RY7	Homo sapiens (Human)
A1L156	A1L156_HUMAN	LTB4R2	Homo sapiens (Human)
E9PIC1	E9PIC1_HUMAN	LTB4R2	Homo sapiens (Human)
E9PNJ6	E9PNJ6_HUMAN	LTB4R2	Homo sapiens (Human)
Q9NPC1	LT4R2_HUMAN	LTB4R2 BLT2R BLTR2	Homo sapiens (Human)
A0A0N7IL16	A0A0N7IL16_HUMAN	MC1R	Homo sapiens (Human)
A0A0N7IL20	A0A0N7IL20_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0GPS5	A0A0P0GPS5_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0GPT4	A0A0P0GPT4_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0H2M3	A0A0P0H2M3_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0H2Q4	A0A0P0H2Q4_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0H5M6	A0A0P0H5M6_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0H5P8	A0A0P0H5P8_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0H5T8	A0A0P0H5T8_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0H5W0	A0A0P0H5W0_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HAZ5	A0A0P0HAZ5_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HB24	A0A0P0HB24_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HJ83	A0A0P0HJ83_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HNC1	A0A0P0HNC1_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HNE9	A0A0P0HNE9_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HT77	A0A0P0HT77_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HTC9	A0A0P0HTC9_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HUF4	A0A0P0HUF4_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HUG3	A0A0P0HUG3_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HX13	A0A0P0HX13_HUMAN	MC1R	Homo sapiens (Human)
A0A0P0HX31	A0A0P0HX31_HUMAN	MC1R	Homo sapiens (Human)
G3V4F0	G3V4F0_HUMAN	MC1R	Homo sapiens (Human)
Q01726	MSHR_HUMAN	MC1R MSHR	Homo sapiens (Human)
Q1JUL4	Q1JUL4_HUMAN	MC1R hCG_2039647	Homo sapiens (Human)
Q1JUL6	Q1JUL6_HUMAN	MC1R	Homo sapiens (Human)
Q1JUL8	Q1JUL8_HUMAN	MC1R	Homo sapiens (Human)
Q1JUL9	Q1JUL9_HUMAN	MC1R	Homo sapiens (Human)
Q1JUM0	Q1JUM0_HUMAN	MC1R	Homo sapiens (Human)
Q1JUM2	Q1JUM2_HUMAN	MC1R	Homo sapiens (Human)
Q1JUM3	Q1JUM3_HUMAN	MC1R	Homo sapiens (Human)
Q1JUM4	Q1JUM4_HUMAN	MC1R	Homo sapiens (Human)
Q1JUM5	Q1JUM5_HUMAN	MC1R	Homo sapiens (Human)
Q6UR92	Q6UR92_HUMAN	MC1R	Homo sapiens (Human)
Q6UR94	Q6UR94_HUMAN	MC1R	Homo sapiens (Human)
Q6UR95	Q6UR95_HUMAN	MC1R	Homo sapiens (Human)
Q6UR96	Q6UR96_HUMAN	MC1R	Homo sapiens (Human)
Q6UR97	Q6UR97_HUMAN	MC1R	Homo sapiens (Human)
Q6UR98	Q6UR98_HUMAN	MC1R	Homo sapiens (Human)
Q6UR99	Q6UR99_HUMAN	MC1R	Homo sapiens (Human)
Q6URA0	Q6URA0_HUMAN	MC1R	Homo sapiens (Human)
Q86YW1	Q86YW1_HUMAN	MC1R	Homo sapiens (Human)
V9Q5S2	V9Q5S2_HUMAN	MC1R	Homo sapiens (Human)
V9Q671	V9Q671_HUMAN	MC1R	Homo sapiens (Human)
V9Q783	V9Q783_HUMAN	MC1R	Homo sapiens (Human)
V9Q7F1	V9Q7F1_HUMAN	MC1R	Homo sapiens (Human)
V9Q8F1	V9Q8F1_HUMAN	MC1R	Homo sapiens (Human)
V9Q8N1	V9Q8N1_HUMAN	MC1R	Homo sapiens (Human)
V9Q977	V9Q977_HUMAN	MC1R	Homo sapiens (Human)
V9Q9P5	V9Q9P5_HUMAN	MC1R	Homo sapiens (Human)
V9Q9R8	V9Q9R8_HUMAN	MC1R	Homo sapiens (Human)
V9QAE0	V9QAE0_HUMAN	MC1R	Homo sapiens (Human)
V9QAR2	V9QAR2_HUMAN	MC1R	Homo sapiens (Human)
V9QAW3	V9QAW3_HUMAN	MC1R	Homo sapiens (Human)
V9QB02	V9QB02_HUMAN	MC1R	Homo sapiens (Human)
V9QB58	V9QB58_HUMAN	MC1R	Homo sapiens (Human)
V9QBY6	V9QBY6_HUMAN	MC1R	Homo sapiens (Human)
V9QC17	V9QC17_HUMAN	MC1R	Homo sapiens (Human)
V9QC66	V9QC66_HUMAN	MC1R	Homo sapiens (Human)
V9QCQ4	V9QCQ4_HUMAN	MC1R	Homo sapiens (Human)
V9QDF4	V9QDF4_HUMAN	MC1R	Homo sapiens (Human)
V9QDN7	V9QDN7_HUMAN	MC1R	Homo sapiens (Human)
V9QDP7	V9QDP7_HUMAN	MC1R	Homo sapiens (Human)
V9QDQ6	V9QDQ6_HUMAN	MC1R	Homo sapiens (Human)
Q01718	ACTHR_HUMAN	MC2R ACTHR	Homo sapiens (Human)
R4GMM0	R4GMM0_HUMAN	MC2R	Homo sapiens (Human)
P41968	MC3R_HUMAN	MC3R	Homo sapiens (Human)
A0N0W6	A0N0W6_HUMAN	MC4R	Homo sapiens (Human)
A0N0W7	A0N0W7_HUMAN	MC4R	Homo sapiens (Human)
A0N0W8	A0N0W8_HUMAN	MC4R	Homo sapiens (Human)
A0N0W9	A0N0W9_HUMAN	MC4R	Homo sapiens (Human)
K4MTP3	K4MTP3_HUMAN	MC4R	Homo sapiens (Human)
K4MUE5	K4MUE5_HUMAN	MC4R	Homo sapiens (Human)
K4MWA3	K4MWA3_HUMAN	MC4R	Homo sapiens (Human)
K4MWP7	K4MWP7_HUMAN	MC4R	Homo sapiens (Human)
K4N7A9	K4N7A9_HUMAN	MC4R	Homo sapiens (Human)
P32245	MC4R_HUMAN	MC4R	Homo sapiens (Human)
K7ER30	K7ER30_HUMAN	MC5R	Homo sapiens (Human)
P33032	MC5R_HUMAN	MC5R	Homo sapiens (Human)
H0Y662	H0Y662_HUMAN	MCF2	Homo sapiens (Human)
P10911	MCF2_HUMAN	MCF2 DBL	Homo sapiens (Human)
Q5JYJ5	Q5JYJ5_HUMAN	MCF2	Homo sapiens (Human)
A6ZJ87	A6ZJ87_HUMAN	MCHR1	Homo sapiens (Human)
Q99705	MCHR1_HUMAN	MCHR1 GPR24 SLC1	Homo sapiens (Human)
Q969V1	MCHR2_HUMAN	MCHR2 GPR145 SLT	Homo sapiens (Human)
A0A0C4DFN3	A0A0C4DFN3_HUMAN	MGLL	Homo sapiens (Human)
B2ZGL7	B2ZGL7_HUMAN	MGLL	Homo sapiens (Human)
C9J8Q3	C9J8Q3_HUMAN	MGLL	Homo sapiens (Human)
C9JAM4	C9JAM4_HUMAN	MGLL	Homo sapiens (Human)
E7EWX8	E7EWX8_HUMAN	MGLL	Homo sapiens (Human)
H7C4E0	H7C4E0_HUMAN	MGLL	Homo sapiens (Human)
H7C599	H7C599_HUMAN	MGLL	Homo sapiens (Human)
H7C5K5	H7C5K5_HUMAN	MGLL	Homo sapiens (Human)
Q99685	MGLL_HUMAN	MGLL	Homo sapiens (Human)
P0DMT0	MLN_HUMAN	MRLN MLN	Homo sapiens (Human)
P12872	MOTI_HUMAN	MLN	Homo sapiens (Human)
O43193	MTLR_HUMAN	MLNR GPR38 MTLR MTLR1	Homo sapiens (Human)
P48039	MTR1A_HUMAN	MTNR1A	Homo sapiens (Human)
Q29RX9	Q29RX9_HUMAN	MTNR1A	Homo sapiens (Human)
Q8WZ72	Q8WZ72_HUMAN	MTNR1A	Homo sapiens (Human)
E9PR36	E9PR36_HUMAN	MTNR1B	Homo sapiens (Human)
H0YDG4	H0YDG4_HUMAN	MTNR1B	Homo sapiens (Human)
P49286	MTR1B_HUMAN	MTNR1B	Homo sapiens (Human)
Q7Z583	Q7Z583_HUMAN	MTNR1B	Homo sapiens (Human)
Q8TEV7	Q8TEV7_HUMAN	MTNR1B	Homo sapiens (Human)
P23975	SC6A2_HUMAN	SLC6A2 NAT1 NET1 SLC6A5	Homo sapiens (Human)
Q5SQI5	Q5SQI5_HUMAN	NET1 hCG_19072	Homo sapiens (Human)
Q5SQI6	Q5SQI6_HUMAN	NET1	Homo sapiens (Human)
Q5SQI7	Q5SQI7_HUMAN	NET1 hCG_19072	Homo sapiens (Human)
Q7Z628	ARHG8_HUMAN	NET1 ARHGEF8	Homo sapiens (Human)
Q9Y345	SC6A5_HUMAN	SLC6A5 GLYT2 NET1	Homo sapiens (Human)
C9JTV7	C9JTV7_HUMAN	NGEF	Homo sapiens (Human)
H7BZ39	H7BZ39_HUMAN	NGEF	Homo sapiens (Human)
H7C2C2	H7C2C2_HUMAN	NGEF	Homo sapiens (Human)
Q8N5V2	NGEF_HUMAN	NGEF	Homo sapiens (Human)
P08949	NMB_HUMAN	NMB	Homo sapiens (Human)
Q14956	GPNMB_HUMAN	GPNMB HGFIN NMB UNQ1725/PRO9925	Homo sapiens (Human)
P28336	NMBR_HUMAN	NMBR	Homo sapiens (Human)
Q4VBL0	Q4VBL0_HUMAN	NMBR	Homo sapiens (Human)
Q5H8A3	NMS_HUMAN	NMS	Homo sapiens (Human)
A0A0B4J202	A0A0B4J202_HUMAN	NMU	Homo sapiens (Human)
A0A250SH36	A0A250SH36_HUMAN	NMU hCG_20599	Homo sapiens (Human)
D6RBC9	D6RBC9_HUMAN	NMU hCG_20599	Homo sapiens (Human)
E9PDJ7	E9PDJ7_HUMAN	NMU	Homo sapiens (Human)
P48645	NMU_HUMAN	NMU	Homo sapiens (Human)
Q1EHW1	Q1EHW1_HUMAN	NMU	Homo sapiens (Human)
Q86WB4	Q86WB4_HUMAN	NMU	Homo sapiens (Human)
Q86WB5	Q86WB5_HUMAN	NMU	Homo sapiens (Human)
Q86WB6	Q86WB6_HUMAN	NMU	Homo sapiens (Human)
Q9NYL6	Q9NYL6_HUMAN	NMU	Homo sapiens (Human)
L8E9D8	L8E9D8_HUMAN	NMUR1	Homo sapiens (Human)
Q9HB89	NMUR1_HUMAN	NMUR1 GPR66	Homo sapiens (Human)
Q9GZQ4	NMUR2_HUMAN	NMUR2 NMU2R TGR1	Homo sapiens (Human)
I3NI19	I3NI19_HUMAN	NPB	Homo sapiens (Human)
Q8NG41	NPB_HUMAN	NPB PPL7 PPNPB	Homo sapiens (Human)
P48145	NPBW1_HUMAN	NPBWR1 GPR7	Homo sapiens (Human)
P48146	NPBW2_HUMAN	NPBWR2 GPR8	Homo sapiens (Human)
Q6NWQ5	Q6NWQ5_HUMAN	NPBWR2	Homo sapiens (Human)
O15130	NPFF_HUMAN	NPFF	Homo sapiens (Human)
Q9GZQ6	NPFF1_HUMAN	NPFFR1 GPR147 NPFF1	Homo sapiens (Human)
A0PJM9	A0PJM9_HUMAN	NPFFR2 hCG_15026	Homo sapiens (Human)
Q9Y5X5	NPFF2_HUMAN	NPFFR2 GPR74 NPFF2 NPGPR	Homo sapiens (Human)
P0C0P6	NPS_HUMAN	NPS	Homo sapiens (Human)
B7ZMA2	B7ZMA2_HUMAN	NPSR1	Homo sapiens (Human)
Q6W5P4	NPSR1_HUMAN	NPSR1 GPR154 GPRA PGR14	Homo sapiens (Human)
H3BT17	H3BT17_HUMAN	NPW	Homo sapiens (Human)
H3BT42	H3BT42_HUMAN	NPW	Homo sapiens (Human)
Q8N729	NPW_HUMAN	NPW PPL8 PPNPW	Homo sapiens (Human)
A4D158	A4D158_HUMAN	NPY hCG_37313 tcag7.159	Homo sapiens (Human)
P01303	NPY_HUMAN	NPY	Homo sapiens (Human)
B4DKL9	B4DKL9_HUMAN	NPY1R	Homo sapiens (Human)
D6R9D0	D6R9D0_HUMAN	NPY1R	Homo sapiens (Human)
D6RC44	D6RC44_HUMAN	NPY1R	Homo sapiens (Human)
D6REY0	D6REY0_HUMAN	NPY1R	Homo sapiens (Human)
D6RHH6	D6RHH6_HUMAN	NPY1R	Homo sapiens (Human)
D6RI97	D6RI97_HUMAN	NPY1R	Homo sapiens (Human)
P25929	NPY1R_HUMAN	NPY1R NPYR NPYY1	Homo sapiens (Human)
P49146	NPY2R_HUMAN	NPY2R	Homo sapiens (Human)
Q15761	NPY5R_HUMAN	NPY5R NPYR5	Homo sapiens (Human)
G3V1X6	G3V1X6_HUMAN	NTS hCG_21128	Homo sapiens (Human)
P30990	NEUT_HUMAN	NTS	Homo sapiens (Human)
Q6FH20	Q6FH20_HUMAN	NTS hCG_21128	Homo sapiens (Human)
P30989	NTR1_HUMAN	NTSR1 NTRR	Homo sapiens (Human)
O95665	NTR2_HUMAN	NTSR2	Homo sapiens (Human)
A0A0A0MRI8	A0A0A0MRI8_HUMAN	OBSCN	Homo sapiens (Human)
A0A1B0GTS2	A0A1B0GTS2_HUMAN	OBSCN	Homo sapiens (Human)
A6NGQ3	A6NGQ3_HUMAN	OBSCN	Homo sapiens (Human)
A9NIU4	A9NIU4_HUMAN	OBSCN	Homo sapiens (Human)
H3BPW6	H3BPW6_HUMAN	OBSCN	Homo sapiens (Human)
H3BQA7	H3BQA7_HUMAN	OBSCN	Homo sapiens (Human)
Q24JT4	Q24JT4_HUMAN	OBSCN	Homo sapiens (Human)
Q4KMX9	Q4KMX9_HUMAN	OBSCN	Homo sapiens (Human)
Q5VST9	OBSCN_HUMAN	OBSCN KIAA1556 KIAA1639	Homo sapiens (Human)
B1B1F0	B1B1F0_HUMAN	OPN1LW Z68193.1-002	Homo sapiens (Human)
H0Y622	H0Y622_HUMAN	OPN1LW	Homo sapiens (Human)
P04000	OPSR_HUMAN	OPN1LW RCP	Homo sapiens (Human)
B2RU31	B2RU31_HUMAN	OPN1MW	Homo sapiens (Human)
B7ZLG5	B7ZLG5_HUMAN	OPN1MW	Homo sapiens (Human)
P04001	OPSG_HUMAN	OPN1MW GCP	Homo sapiens (Human)
H0Y642	H0Y642_HUMAN	OPN1MW2 OPN1MW	Homo sapiens (Human)
P0DN77	OPSG2_HUMAN	OPN1MW2	Homo sapiens (Human)
P03999	OPSB_HUMAN	OPN1SW BCP	Homo sapiens (Human)
Q0PJU0	Q0PJU0_HUMAN	OPN1SW hCG_41660 tcag7.365	Homo sapiens (Human)
A0A1B0GUF8	A0A1B0GUF8_HUMAN	OPN3	Homo sapiens (Human)
L8E9L4	L8E9L4_HUMAN	OPN3	Homo sapiens (Human)
Q6GMT1	Q6GMT1_HUMAN	OPN3 hCG_1989351	Homo sapiens (Human)
Q6P5W7	Q6P5W7_HUMAN	OPN3 hCG_1989351	Homo sapiens (Human)
Q9H1Y3	OPN3_HUMAN	OPN3 ECPN	Homo sapiens (Human)
C9JWU6	C9JWU6_HUMAN	OPN4	Homo sapiens (Human)
Q9UHM6	OPN4_HUMAN	OPN4 MOP	Homo sapiens (Human)
D6RDV4	D6RDV4_HUMAN	OPN5	Homo sapiens (Human)
J3KPQ2	J3KPQ2_HUMAN	OPN5 hCG_1642475	Homo sapiens (Human)
Q6U736	OPN5_HUMAN	OPN5 GPR136 PGR12 TMEM13	Homo sapiens (Human)
D2CGC9	D2CGC9_HUMAN	OPRD1	Homo sapiens (Human)
P41143	OPRD_HUMAN	OPRD1 OPRD	Homo sapiens (Human)
A0A087WU84	A0A087WU84_HUMAN	OPRK1	Homo sapiens (Human)
E5RJI5	E5RJI5_HUMAN	OPRK1	Homo sapiens (Human)
P41145	OPRK_HUMAN	OPRK1 OPRK	Homo sapiens (Human)
A0A0G2JQE4	A0A0G2JQE4_HUMAN	OPRL1	Homo sapiens (Human)
P41146	OPRX_HUMAN	OPRL1 OOR ORL1	Homo sapiens (Human)
Q6FGM5	Q6FGM5_HUMAN	OPRL1	Homo sapiens (Human)
A0A089PQW6	A0A089PQW6_HUMAN	OPRM1	Homo sapiens (Human)
A0A0F6RA07	A0A0F6RA07_HUMAN	OPRM1	Homo sapiens (Human)
A0A0F6RAI2	A0A0F6RAI2_HUMAN	OPRM1	Homo sapiens (Human)
A0A0F6TMB4	A0A0F6TMB4_HUMAN	OPRM1	Homo sapiens (Human)
A0A0F6TMM4	A0A0F6TMM4_HUMAN	OPRM1	Homo sapiens (Human)
A0A0F6TMT4	A0A0F6TMT4_HUMAN	OPRM1	Homo sapiens (Human)
A0A0F6TN24	A0A0F6TN24_HUMAN	OPRM1	Homo sapiens (Human)
B7SXT0	B7SXT0_HUMAN	OPRM1	Homo sapiens (Human)
B7SXT1	B7SXT1_HUMAN	OPRM1	Homo sapiens (Human)
B7SXT2	B7SXT2_HUMAN	OPRM1	Homo sapiens (Human)
B7SXT3	B7SXT3_HUMAN	OPRM1	Homo sapiens (Human)
B7SXT4	B7SXT4_HUMAN	OPRM1	Homo sapiens (Human)
B8K2Q5	B8K2Q5_HUMAN	OPRM1	Homo sapiens (Human)
C7E9I8	C7E9I8_HUMAN	OPRM1	Homo sapiens (Human)
C9E9Z9	C9E9Z9_HUMAN	OPRM1	Homo sapiens (Human)
C9EA00	C9EA00_HUMAN	OPRM1	Homo sapiens (Human)
E7EW71	E7EW71_HUMAN	OPRM1	Homo sapiens (Human)
G8XRH4	G8XRH4_HUMAN	OPRM1	Homo sapiens (Human)
G8XRH5	G8XRH5_HUMAN	OPRM1	Homo sapiens (Human)
L0E130	L0E130_HUMAN	OPRM1	Homo sapiens (Human)
O43185	O43185_HUMAN	OPRM1	Homo sapiens (Human)
P35372	OPRM_HUMAN	OPRM1 MOR1	Homo sapiens (Human)
Q716A7	Q716A7_HUMAN	OPRM1	Homo sapiens (Human)
Q71V90	Q71V90_HUMAN	OPRM1	Homo sapiens (Human)
A0A126GVI7	A0A126GVI7_HUMAN	OR10A2	Homo sapiens (Human)
A0A126GW72	A0A126GW72_HUMAN	OR10A2	Homo sapiens (Human)
Q9H208	O10A2_HUMAN	OR10A2 OR10A2P	Homo sapiens (Human)
A0A126GVZ2	A0A126GVZ2_HUMAN	OR10A3	Homo sapiens (Human)
P58181	O10A3_HUMAN	OR10A3	Homo sapiens (Human)
